	발행연월	록키 워드 
96	2017	도시 정체성 대변 문화콘텐츠 구성 요건 형성 과정 탐색 목적 대 후반 오렌지 대안 운동 공산주의 정신 기념 표상 물 최초 건립 난쟁이 조각 계기 폴란드 브로츠와프 시가 난쟁이 도시 형성 과정 사례 시사점 제안 공산 정권 당시 국가 기조 대항 자율 시민 공동체 문화 기억 기념 전승 기억 매체 출발 브로츠와프 난쟁이 조각 공공미술 도시 환경 조성 인기 관광 콘텐츠 부상 도시 기반 문화콘텐츠 확장 발전 양상 브로츠와프 난쟁이 도시 조성 사례 외부 재원 관광객 유치 나머지 도시 고유 문화콘텐츠 생산 본질 간과 국내 지역 문화콘텐츠 시사점 제공 기대 도시 정체성 문화 기억 공공미술 난쟁이 도시 브로츠와프 
97	2017	영화 상관관계 확장 작업 영화 특성 목적 구체 서울 배경 영화 김종관 감독 최악 하루 봉준호 감독 괴물 분석 영화 서울 도시 상징 배경 점 공통점 영화 구현 지점 발견 특성 정체성 현상학 방법 에드워드 이론 영화 분석 영화 최악 하루 괴물 
98	2017	복합 민자역사 인과 구조 
99	2017	
100	2017	세계화 지역화 동시 진행 글 로컬 시대 중심 주변 이상 구획 대상 개체 다양성 차이 인정 수평 시선 확보 지역 문학 경우 틀 지역 문화 문학 필요 지역 문학 지역 문학 자산 관심 실천 시작 과거 지역 문학 지역 문학 자산 소개 정리 차원 현재 지역 문학 로 컬리 티 문제 중심 이동 나가야 로 컬리 티 구현 지역 활용 본고 관점 대구 경북 지역 문학 길 통시 공시 관점 점검 로 칼리 티 문제 관련 앞 대구 경북 지역 문학 방향 중점 부문 지역 문학 정체성 문제 매체 발굴 합 지역 문학 관련 각종 제도 주목 대상 범위 소통 확산 문제 지역 문학 글 로컬 로 컬리 티 매체 대구 경북 
101	2017	이광수 서사 근대 주거 의미 작품 주제 직접 견인 기능 중심 응접실 이광수 서구 주거 야기 변화 작품 형상화 적극 활용 무정 재생 응 접 형성 인물 관계 작품 전체 주제가 연결 점 근대 접객 등장 문학 형상화 변화 야기 구체 텍스트 라고 생각 응 접 기능 향후 주인공 운명 예감 사건 무대 점 주목 본고 이광수 서사 근대 접객 근대 문학 활용 고찰 이광수 응접실 피아노 접객 경성 가정 박람회 근대 교양 무정 재생 현진건 피아노 
102	2017	매체 환경 변화 인해 오늘날 청소년 세상 소통 방식 과거 기존 교과서 위주 학습 방법 효과 본고 청소년 인문 교육 적용 콘텐츠 텔레비전 예능 프로그램 고찰 1박 2일 대표 여행 콘텐츠 텔레비전 매개 유사 체험 실재 인식 소통 방식 소통 방식 담론 개인 상황 역사 자기화 하기 오늘날 청소년 역사 태도 인식 전환 역사 체감 과거 기록 구성 인자 본고 인식 1박 2일 서사 전략 2016년 3월 안중근 서거 주기 방영 혹한 졸업 특집 하얼빈 중심 안중근 의사 이토 히로부미 격 살 일 간의 행적 과정 추위 대변 하얼빈 역사 인식 시간 서사 과정 하얼빈 부여 이동 출연자 안중근 의사 관련 퀴즈 제시 각각 퀴즈 편의 영웅 서사 구조 자연 안중근 의사 영웅 인식 마지막 프로그램 여타 프로그램 역사 제시 방식 인물 라면 가정 경험 판단 인물 내재 서사 전략 역사 교과 교육 현장 활용 청소년 역사 교육 텔레비전 콘텐츠 1박 2일 퀴즈 매직 이프 내 재화 
103	2017	본고 강원 지역 형제 시인 최호 길 최명길 시 세계 로 컬리 티 생태 지평 중심 고찰 시인 생애 시적 자의식 지역 범주 연관 강릉 최호 길 최명길 출생지 가족 삶 근거지 성인 동해 속초 정착 문학 활동 생 마감 시 세계 강원 지역 친자 연적 성향 기초 강원 지역 천혜 자연환경 생태 문학 전통 시 세계 시 고향 원형 중층 양상 등장 어머니 할아버지 할머니 가족 공동체 형상 고향 중심 시적 지평 근저 형성 요소 다음 작품 세계 기반 생태학 지평 발견 문학 삶 실천 지역 최호 길 최명길 시 핵심 의미 망 형성 문학 설악산 동해 대표 이미지 반복 전 매개 전형 서정 양상 해당 지역 생태 문학 지평 형성 소이 일 문학 외적 생태주의 삶 지역 문단 구성 헌신 노력 실천 양상 부각 면모 문학 측면 로컬 히스토리 정립 필수 요인 중 이다 최호 길 최명길 시 문학 인간 삶 총체 반영 대부분 생 존재 귀속 지역 보편 명제 실증 사례 해당 소재 주의 로 컬리 티 유한 성취 생태학 시학 지평 최호 길 최명길 시 세계 문학사 의의 기록 최호 길 최명길 가족 공동체 강원 지역 문학 로 컬리 티 생태 문학 
104	2017	사회 뿌리 생각 차별 성격 성격 성씨 대표 사례 지역 명 중심 이야기 지역 애착심 대목 시간 인구 감소 파괴 철거 개발 반복 지역 뿌리 조금 배경 지역 지역 바탕 지역 문화콘텐츠 개발 자 역성 개념 무장 소성 개념 바탕 무장 소성 문제 해결 여행자 관점 지역 문화콘텐츠 지역 지역 여행자 관점 
105	2017	서사 사건 배경 인물 내면 형상화 요소 본고 한국 웹툰 성장 서사 구현 방식 에드워드 정체성 개념 분석 바탕 웹툰 서사 변별 확인 네이버 웹툰 게재 웹툰 중 성장 서사 분류 텍스트 분석 결과 일반 인식 청소년 학교 집 한국 웹툰 소외 상실 묘사 경우 지배 확인 주인공 이동 모티프 일상 조우 모티프 소외 애착 여정 시작 주인공 성장 대가 손 애착 물리 제시 공동체 형태 경우 한국 웹툰 성장 서사 청소년 소설 드 미디어 계도 교조 서사 변별 구조 웹툰 주인공 기성 사회 편입 목표 기성세대 규율 수용 내면 자신 발견 세계 선택 예비 거부 주인공 눈앞 사람 공동체 자신 정주하 내면 손 드 미디어 일 방향 성장 서사 소외 주체 웹툰 뉴미디어 자신 성장 서사 공유 대안 담론 대중 서사 한국 웹툰 웹툰 성장 서사 에드워드 랠프 
106	2017	
107	2017	이용악 시 변방 유이민 이동성 만주 연해주 포괄 북방 지역 일제 강점기 고통 점철 부정 생존 모색 대안 이용악 시 변방 국경 만주 연해주 장벽 유이민 삶 전환 이동 경로 인식 이용악 시 고향 북방 기존 고정 본질 전제 이용악 시 사회 의미 망 유이민 이동 경로 간 상호 교차 특성 탐색 변방 지역 생성 사회 의미 확장 이용악 시 변방 지역 경계 확장 구조 동인 주목 접근 시 현실 의미 부여 문학 재현 이동성 구분 인물 이동 유도 현실 이해 작품 주체 이동 양상 탐색 자체 생성 의미 주체 삶 관련 파악 이용악 일제 강점기 북방 유이민 상호 교차 특성 간 사회 관계 수행 포착 유이민 이동 경로 결 절 서사 시로 재현 변방 지역 유이민 로 컬리 티 복합 양상 뿌리 자 동류의식 연대감 현실 이용악 시 변방 지역 유이민 생활 세계 누적 로컬 기제 식민지 현실 집약 이용악 변방 이동성 혼 종성 결 절 로컬 
108	2017	미군 기지 촌 중 서울 유일한 기지 촌 이태원 지역 집단 기억 정치 변화 추적 강유 가람 감독 다큐멘터리 이태원 분석 인용 이태원 기억 우리 땅 점령 민족주의 해석 기지 촌 여성 외세 점령 존재 박제 오염 존재 추방 배경 기지 촌 여성 기지 촌 유입 미국 행 국제결혼 한국 가부 장제로 도주 저항 시도 2000년대 이태원 뉴타운 개발 열풍 시작 열풍 세력 민족주의 이데올로기 상품 갱신 우리 민족주의 경계 재구성 동시 영화 등장 위 뉴타운 정책 반대 청년 활동 기지 촌 여성 우리 세력 본고 과거 이태원 젠더 민족주의 결합 현재 부동산 개발 담론 청년 부동산 창의 활동 모습 기지 촌 여성 추방령 기지 촌 여성 망각 방식 이태원 지역 집단 기억 민족주의 틀 시대 가치 결합 변모 갱신 기지 촌 공주 이태원 민족주의 기억 정치 
109	2017	글 용궁부연록 중심 용궁 시공 치료 관광 스토리텔링 전통 치료 관광 패러다임 고찰 용궁부연록 용궁 관련 스토리텔링 궁극 목적 용궁 마케팅 전통 전통 용궁 관련 전기소설 구도 일치 용궁 전기소설 이미지 함유 이미지 정의 불합리 이상 세계로 주인공 용궁 여행 관광 추구 실현 인간 존엄성 확보 획득 치료 관광 스토리텔링 패러다임 구상 가지 입장 논의 관광 궁극 추구 실현 존엄성 확보 치료 관광 스토리텔링 적용 방법 용궁 자체 이미지 환상 신비감 용 상징 심리 치료 관광 스토리텔링 용궁부연록 치료 관광 스토리텔링 구도 용궁 관광 주인공 설화 이미지 자기 실현 인간 존엄성 확보 깨달음 용궁 용궁 관광 전통 용궁 관광 구도 치료 관광 스토리텔링 용궁 마케팅 
110	2017	이미지 텔 링 스토리텔링 의미 생성 과정 보편 특수 개별 
111	2017	논문 인간 삶 구성 요소 중 주목 이청준 남도 사람 연작 대상 연작 가치 삶 형상 로 컬리 티 관점 분석 근대화 시작 도시 개발 도시 중심주의 사고 인해 타자 주변 소수성 부분 경시 중심 주변 관계 로 컬리 티 인간 인간 인간 사회 관계 상호작용 삶 형태 의의 문학 다양성 내재 인간의 삶 사회 시간 문화 경제 상호작용 완성 본고 근대 지향 사고 도시 중심주의 시각 탈피 주변 소수성 초점 관계 인간 삶의 의미 이청준 남도 사람 구성 각각 작품 남 특유 로 컬리 티 작품 전체 판소리 서편제 배경 인물 양태 남 특유 가락 감정 집합체 용서 내재 삶 회복 원동력 인간 삶 기본 집 길 위 나그네 집 존재 남도 사람 연작 집 주막 대체 집 안정 정체성 보장 반면 폐쇄 성격 주막 개방 정체성 형성 길 위 나그네 조건 환대 이청준 남도 사람 개인 집단 형성 남 특유 공동체 의식 이청준 남 로 컬리 티 근대 이후 중앙 중심주의 문학 현실 조금 극복 이청준 남 로 컬리 티 판소리 주막 환대 공동체 
112	2017	산업 유산 문화 평가 예술 지구 
113	2017	
114	2017	글 후반 이후 일본인 한국 관광 변용 글로벌 국민 국가 지역 중층 스케일 관통 서울 장 소성 변용 산물 프로세스 목적 한국 고도성장 도시화 상징 강남 성장 과정 주목 강남 중심 서울 조직 정체성 이미지 변용 과정 서울 소비 질 변용 도시 구조 과정 재편성 정체성 구축 이미지 재생산 차원 제시 급속 경제 발전 사회 변동 메트로폴리스 현대 서울 인식 욕망 시선 일본인 관광 역사 변용 소비 질 변용 서울 조직 측면 고찰 서울 강남 일본인 관광 구조 여행자 시선 
115	2017	도시 재생 사업 이미지 애착 모형 
116	2017	일제 강점기 학 강정 갱생 지구 지정 도시 빈민 거주 지역 출발 광주광역시 학동 배경 일제 강점기 후반 80년대 농촌 광주 이주한 학동 사람 술 생애 담 대상 학동 다중 학동 일제 식민 도시 광주 구성 과정 주변부 학동 민족 차별 식민 경제 모순 내재 해방 이후 산업 근대화 시기 외국 전재 민 농촌 이주한 사람 학동 거주 시작 학동 사람 광주 타자 존재 인식 왜곡 시선 소문 사회 배제 대상 학동 사람 사회 네트워크 형성 결핍 해소 과정 결핍 해소 성공 실패 경험 학동 거주 주체 다중 적 학동 사람 나름 애 학동 주거 환경 개선 목적 아파트 건설 아파트 분 양가 기존 학동 사람 수용 국가 자본 개입 자본 현재 학동 사람 배제 소외 상황 술 생애 담 광주 학동 학 강정 갱생 지구 주민 애 
117	2017	기념 특성 역사 기반 역사 야외 극 함유 제의 분석 중심 극 매체 신화 시공간 재현 고찰 기술 빅터 터너 관중 앞 무대 위 시간 점유 형태 메시지 전달 극 매체 연극 양식 함유 리미 티 특성 주목 집단 반성 틀 기능 고대 사회 제의 부합 예술 형식 주장 본고 바탕 프랑스 혁명 시기 발생 반혁명 역사 극 소재 방 역사 야외 극 시네 세니 집중 탐색 시네 세니 지역 공동체 공동 기억 체현 기반 스토리텔링 기법 역사 현장 공연 무대 설정 역사 야외 극 형식 역사 야외 극 실시간 전개 역사 무대 아우라 접촉 연희 자와 관객 현실 과거 특정 시공간 전이 리미 티 체험 기회 부여 기념 관점 시네 세니 특징 혁명 혼란기 지역 사회 전체 비극 체험 공연 콘텐츠 구현 문화 기억 매체 세대 전승 방 전쟁 과정 정부군 폭정 살상 희생 망자 집단 추모제 성격 문화 행사 정례 반복 18세기 프랑스 혁명기 정치 탄압 역사 초점 중세 시대 20세기 초엽 세기 반복 방 민중 삶 노정 보편 진리 영원 회귀 서사 구조 전개 결론 방 반혁명 역사 야외 극 시네 세니 공동체 과거사 기억 기념 표상 세대 전승 지역 고유 문화 산물 동시 현존 자신 근원 문화 유래 실존 성찰 도모 신화 사유 자세 기념 리미 티 문화 기억 역사 야외 극 방 
118	2017	글 김학철 문학 세계 공동체 관점 분석 이론 모색 증가 현상 인문학 요소 반증 김학철 낭만 파란만장 인생 제국주의 시대 김학철 선택 혁명 삶 반영 결과 김학철 문학 관념 성격 도식 요소 미학 영역 결여 동반 김학철 추구 헤테 로토 포피 아 문학 형상화 방법론 선택 차원 이해 필요 김학철 관련 정세 선택 삶 거처 유하 경험 문학 작품 반영 원형 고정 실체 구체 삶 조건 재구 전략 단위 김학철 문학 세계 관련 주목 요소 디아스포라 경험 정체성 탐색 가성 이중 디아스포라 나라 영토 이주 지시 주민 문화 체계 내면 포함 양가 성은 이주 환경 특성 주민 정체성 인식 상황 고국 아비투스 지속 동시 대조 김학철 문학 이중 태도 특화 양상 민족 단위 동아시아 문학 대안 공동체 사유 의미 흔적 김학철 문학 형상 공동체 관련 고유 특수 문학사 자산 김학철 공동체 디아스포라 양가 조선족 문학 
119	2017	광명 동굴 접근성 도심 테마파크 
120	2017	서정주 초기 기행 주목 글 목적 1930년대 경주 기행 서정주 신라 처음 발견 확인 경주 여행 발견 신라 이후 서정주 만주 체험 질 마재 서정주 시 창작 초기 기행 형식 경주로 상징 신라 관심 초기 기행 경주시 신라 정신 기원 서정주 모색 신라 고도 경주 정체성 작품 경주시 존재론 가치 위상 서정주 신라 정신 탐구 기원 1930년대 후반 결정 증거 작용 경주 여행 이후 9월 2월 만주 체류 서정주 헤테로 토피아 신라 질 마재 구상 계기 작용 만주 드림 이상 당대 만주 담론 서정주 만주 간 지옥 이자 외국인 외국인 주변 인 실존 위치 실감 세계 상실 절망 현실 인식 서정주 바깥 대안 헤테로 토피아 상상 실질 일종 반 배치 이자 현실화 유토피아 신라 질 마재 구상 경주 만주 체험 서정주 시 세계 변 곡 점 작용 서정주 경주 체험 신라 정신 지향 모색 이후 만주 체험 자신 고향 질 마재 발견 포괄 개념 신라 질 마재 이후 자신 시 세계 지탱 상상력 시학 내핵 자리매김 서정주 기행 신라 정신 경주 헤테로 토피아 만주 신라 질 마재 
121	2017	목적 대학생 성찰 기회 제공 기반 글쓰기 수업 모형 개발 소개 학기 동안 지속 글쓰기 교과 수업 활용 대학 신입생 자신 성찰 기회 제공 대학 변화 환경 적응 토대 수업 모형 개발 수업 모형 년대 학기 지방 소재 국립대 교양 필수 과목 창의 글쓰기 말 하기 적용 학생 학기 동안 주제 집중 유도 과거 현재 미래 관통 자아 성찰 기회 제공 장 소성 개념 도입 글쓰기 적용 결과 학생 변화 환경 적응 과거 자신 뿌리 정체성 확인 현재 자신 위치 지위 애착 동시 불안 어려움 토로 미래 상상 글쓰기 불안정 현재 조언 격려 수업 성과 단편 일회 글쓰기 실습 주제 연속 점 글쓰기 학생 자신 학교 애 적응 점 요약 성찰 교양 교육 글쓰기 수업 모형 토 필리아 
122	2017	명동 역사 대한민국 자본주의 대표 대한민국 최고 지가 기록 한국 방문 외국 관광객 쇼핑 서울 대표 글로벌 중 이다 일본 제국주의 시대 타자 형성 동안 대한민국의 정치 경제 사회 문화 변화 특유 상업 특성 바탕 한국의 문화 사적 측면 대한민국의 문화 드 주도 화장품 식품 의류 한류 관광객 쇼핑 소모 명동 역사 문화 측면 언급 형편 한양 남 촌 지역 한국 현대사 명동 조선 시대 역사 흔적 북촌 서촌 대비 특성 명동 상업 특성 인해 문화콘텐츠 개발 경제 잠재력 논문 명동 변화 문화 변천 마카오 사복 양장점 패션 본고장 시작 해방 이후 명동 대한민국 문학 예술 중흥기 1960년대 명동 청년 문화 요람 1970년대 명동 현재 글로벌 명동 사회 문화 키워드 중심 논의 명동 역사 문화 조 명함 명동 문화 자료 바탕 문화콘텐츠 가치 기여 명동 한류 관광 자원 문화콘텐츠 
123	2017	뉴미디어 디지털 미디어 하이데거 존재론 관계 일 시성 능동 주체 감각 확장 
124	2017	박물관 관람 경험 지속 유지 영향 박물관 구성 요인 방법론 제시 구체 구성 요인 제시 위치 의미 스테판 비트 굿 이익 비용 모델 활용 관람 지속 요소 관련 틀 구성 구성 틀 기존 이론 검토 위치 의미 구성 속성 시각 관계 접근 관계 소속 관계 구분 관람 지속 요소 추출 시각 관계 경우 시각 호기심 시각 몰입 감 접근 관계 경우 접근 예측 접근 지속성 소속 관계 경우 소속 타당성 소속 일체감 토대 개 박물관 사례 조사 실시 개 사례 순환 중심 존재 모리얼 박물관 미국 홀로코스트 모리얼 박물관 순환 중심 존재 브로드 포트워스 현대 미술관 선택 중심 존재 워싱턴 내셔널 갤러리 관 샌프란시스코 현대미술관 선택 중심 존재 로열 온타리오 박물관 킴 벨 미술관 이다 사례 조사 결과 토대 박물관 경험 지속 구성 요인 건물 외관 외부 개별 전시물 발생 시각 호기심 전시 주제 전시 주제 전시물 전시물 간 형성 시각 몰입 감 전체 동선 암시 전체 동선 기준 유무 접근 예측 동선 선택 자율 접근 흥미 관련 접근 지속성 주제 일치 형성 소속 타당성 관람객 관람객 전시 주제 관람객 관람객 자신 간 소속 일체감 제시 제안 구성 요인 추후 박물관 디자인 분석 지침 활용 고려 박물관 관람 지속 위치 의미 이익 비용 모델 구성 요소 
125	2017	비판 지역주의 제주도 지역 뮤지 엄 촉각 
126	2017	인간 일상생활 영위 물리 개인 집단 경험 투영 특정 의미 인식 구체 계급 사회 위계 사회 부산시 남구 우암동 마을 대상 피란민 노동자 정착 마을 형성 변화 주민 인식 인간 사이 관계 인식 주민 영향 탐색 일제 강점기 우암 리에 출 검역 소가 건설 이후 광복 한국전쟁 귀환 동포 피란민 수용소 사람 집 소유 과정 정착 자신 삶 터 의미 1960년대 이후 산업화 공업 마을 주변 공장 노동자 유입 급속도 이로 인해 주거지 마을 뒤편 산비탈 확대 마을 노동자 배후 주거지 1990년대 이후 공장 폐업 이전 인구 마을 쇠퇴 검역소 매축 공사 피란민 수용소 공장 권력 제도 강제 강압 배치 기능 부여 인식 측면 영향 배제 차별 담론 생성 동기 적기 수용소 피란 민촌 빈민촌 범죄자 동네 인식 소문 담론 편견 고착 고착 인식 마을 지배 왜곡 인식 마을 배제 차별 강화 역할 주민 정체성 규정 매개 작동 자신 삶 부여 왜곡 부정 인식 변화 주민 노력 주민 주체 혐오 시설 공동묘지 이전 도시숲 공원 조성 삶 터 인식 존재 의미 전환 시도 피란민 수용소 마을 적기 인식 
127	2017	학교 도서관 동시 가정 집 개념 물리 형태 말 개개인 경험 주관 개념 초 중 학생 사회 인지 발달 단계 학교 도서관 느낌 초 중 학생 간 형성 요인 차이 규명 애착 가치 인식 매개 학교 도서관 이용 행동 의도 과정 검증 명 초 중 학생 수집 설문 데이터 사용 분석 결과 물리 요소 활동 행태 요소 심리 요소 초 중 학생 학교 도서관 형성 영향 확인 초등학생 중학생 고등학생 물리 요소 활동 행태 요소 영향 통계 유의미 차이 애착 가치 인식 매개 학교 도서관 이용 행동 의도 연결 확인 학교 도서관 초등학생 중학생 고등학생 형성 
128	2017	
129	2017	본고 김소진 작품 읽기 서사 세계 인물 지금 손짓 말 필요 논의 시작 아비 기억 서사 아들 아비 아비 이해 수렴 일반 김소진 서사 세계 저간 해석 저자 자전 요소 서사 주목 시각 욕 함경도 을 김소진 서사 구축 세계 인물 지금 손짓 말 인지 김소진 읽기 방향 탐색 대도시 서울 변두리 소시민 공동체 배타 보호 정서 경계 배타 실질 변두리 자리 사회 공동체 경계 논리 은유 점 지적 배타 공동체 구성원 승인 입사 장치 희화 제시 자신 외부 배타 시선 전복 내면 권력 행사 쾌감 동류의식 내밀 공유 공동체 의식 공동체 경계 구축 논리 추상 무의식 의미 점 논의 마지막 혼혈 억압 기제 여성 세대 집중 낭만 결말 서사 실질 해결책 기능 현실 논리 확인 역설 상황 여성 세대 결합 근현대사 비극 극복 공동체 전체 몸짓 화해 결말 실질 일종 축제 공동체 입사 결말 갈등 모순 화해 비극 전망 작품 자리 해석 맥락 아메리칸 드림 결말 독자 작품 동화 서사 결말 한계 한국 사회 인류 사회 전체 다 문화 감수성 반성 성찰 계기 제공 김소진 재현 도시 변두리 소시민 공동체 내밀 인종 편견 극복 낭만 희화 입사 1990년대 이후 한국 사회 구조 변화 소설 시선 가지 제시 평가 여성 서사 한국전쟁 혼혈 입사 통과 소시민 공동체 다 문화 감수성 초점 
130	2017	
131	2017	지역 장 소성 제주도 이타 미주 안도 다다오 
132	2017	창조 도시 스토리텔링 탈린 유럽 문화 수도 도시 재생 
133	2017	
134	2017	논문 안양 공공 예술 프로젝트 지역 문화 진흥 문화콘텐츠 활성 방안 모색 안양 공공 예술 프로젝트 활성 방안 다음 지자체 지역 민간단체 설립 후원 이다 안양예술공원 작품 설치 확장 고민 필요 만안구 동안구 작품 홍보 부스 설치 지역 간 프로젝트 인식 해소 공공 예술 도시 재생 지역 문화 안양시 안양 공공 예술 프로젝트 
135	2017	글 메이지 시대 사상가 구가 균 세력 균형 사유 중심 국가 권력 행사 논의 검토 균 삼국 간섭 직후 조선 개혁 인 실현 안정 상태 열강 중국 분할 균 대국 팽창주의 수식 명분 중국 개혁 자립 달성 안정 초보 평화 의미 사용 균 논의 일본 청 일 전쟁 이후 러시아 견제 규범 변 동원 상대 소국 영일 동맹 체결 이후 균 부여 규범 의미 약화 균 일본 능력 가변 힘 분포 가치중립 의미 사용 시작 규범 관계 균 개념 사용 러시아 대적 일본 국제 부상 조응 균 규범 탈락 사상 권력 행사 정당화 논리 반 국가이성 국가이성 전환 의미 세력 균형 청 일 전쟁 중국 분할 영일 동맹 러일전쟁 
136	2017	소설 은 도시 아파트 자아 정체성 혼란 가장 이야기 최인호 발표 을 모티프 장편소설 소설 연동 최인호 소설 전체 관통 문제의식 말 문제작 비교 필요 소설 자신 고유 불시 의미 지각 사건 소설 문제의식 작중 인물 상실 내포 실체 의미 일 물질문명 사회 자아 찾기 과정 신성 변모 소설 연작 사적 한정 배경 공적 확대 자아 찾기 과정 점 기존 최인호 작가 의식 적극 실천 문제작 평가 의 석상 의 자신 시도 감행 과정 자아 통합 사적 지각 적극 활용 소설 타인의 방 타인들 도시 최인호 아파트 The City 
137	2017	민화 평가 점 중 민화 파악 민화 접근 본고 이 이론 도입 민화 내용 측면 구조 측면 모색 민화 선별 결과 민화 대립 고결 구현 의미 구분 특정 지역 상상 공통 표현 집 보호 안전 편안 확인 민화 자체 생활공간 조선 시대 사람 고유 무색 투명 세계 평온 자유 제공 민화 집안 위치 민화 사람 지정 계절 변화 형성 집 전체 신 안과 구분 집 안녕 형성 민화 내용 측면 구조 측면 확인 민화 범위 보편 기존 방법 민화 접근 방식 기대 민화 인물 산수화 화조 십장생도 신장 민화 위치 
138	2017	소비문화 개발 컨테이너 팝 업 몰이 커먼그라운드 방문자 계획 소비 경험 몰링 영향 실증 분석 방문자 인터뷰 검색 도출 변수 요인 분석 활용 개 요인 도출 도출 요인 인구 통계 특성 만족 변수 사용 몰링 체감 종속 변수 회귀분석 실시 분석 결과 다음 환경 접근 편의 F& 차별 특화 인지 식별 최신 유행 이벤트 체험 여가 유희 성의 요인 몰링 체감 유의미 영향 선택 다양성 홍보 정보 심미 경관 성은 소비자 몰링 유의미 영향 상품 구매 만족도 유의미 영향 시사점 개 컨테이너 활용 팝 업 몰이 사례 대상지 특징 형성 부분 몰링 영향 점 실증 분석 점 컨테이너 팝 업 몰링 몰링 체감 
139	2017	논문 대전충남 지역 중심 활동 김명원 송계 헌 양애경 시인 주목 지역 바탕 시 세계 로 컬리 티 조명 해석 목적 시인 지역 일상 방식 주목 지명 위치 심상 개인 서정 차원 지역민 공통 정서 확장 지역 로 컬리 티 탐색 재발견 성찰 과정 다음 대전충남 지역 지리 경관 바탕 지역 역사 가치관 공동체 의식 정서 시 시적 화자 체험 회상 무의식 장 소감 시 궁극 기억 사랑 장 소감 확장 심화 이상 바 대전충남 지역 여성 시문학 로 컬리 티에 다음 의의 지역 문학 장 이중 소외 지역 여성 로컬 관점 해석 기존 관습 문학 탈피 대항 혁신 문학 관점 복원 기대 시 지역 개인 정서 공동체 공감 장 소감 전 확장 물리 기능 지역 문학 정체성 로 컬리 티 측면 산실 기능 지역 문학 대전충남 지역 여성 독 법 기능 기대 로컬 로 컬리 티 지역 문학 지역 여성 장 소감 흔적 흔적 읽기 무의식 정체성 
140	2017	
141	2017	목적 대학 신입생 글 대학 정체성 적응 과정 학년 학기 지방 소재 대학 교양 필수 과목 글쓰기 수업 시간 작성 학교 아지트 주제 글 대상 결과 학생 대학 생활 자유 만족감 표출 학과 동아리 일원 소속감 안정감 표출 아지트 발견 자체 토 필리아 관계 타인 시선 확장 자신 모습 진로 고민 다짐 계기 대학 신입생 변화 환경 적응 문제 대학 고민 문제 활동 학생 대학 인식 애착 형성 점 효과 판단 성찰 적응 대학 정체성 토 필리아 진술 방식 아지트 
142	2017	글 목적 선동 사건 활용 의 극 특성 분석 의미 시간 인물 배열 층위 선동 사건 플롯 기능 분석 의 선동 사건 강수 부재 강수 집 고향 극 갈등 시작 강수 집 선동 사건 귀향 이후 발생 극 갈등 증폭 동시 제약 선동 사건 플롯 기능 고정점 역할 은 시간 층위 부재 시간 상실 인물 층위 죽음 억압 자 배열 층위 동시 동시 배열 형상화 남편 강수 아내 애 숙이 공유 기억 발견 분단 상처 위무 극 해결 은 이전 분단 희곡 선 악 이분법 사유 체계 프레임 분단 폭력 억압 상처 사람 갈등 대립 관계 용서 화해 관계 전환 상상력 은 제목 암시 분단 상처 치유 제의 드라마 분단 희곡 분단 폭력 선동 사건 침향 김명화 
143	2017	근대화 산업화 사회 변화 변화 과정 유휴 생산 사회 이면 단절 영역 생성 시대 환경 영향 기존 재건 지역 재생 관심 증폭 유휴 가치 재고 필요 제기 유휴 재생 기능 변화 문화 적용 인간의 삶 변화 흐름 가치 증명 사회 구조 변화 동반 지역 변화 재생 의미 지역 재생 확대 부여 의미 창출 유휴 환경 필요 시대 흐름 적극 활용 복원 보전 보전 증축 결합 개조 과정 구조 형태 재료 변형 변모 재생 진행 과거 재건축 의미 재생 진행 근래 복원 보전 의미 문화 재생 주목 미 연합 토지 관리 계획 협정 체결 이후 반환 진행 중인 국내 반환 대상 미군 기지 개소 이중 개 기지 반환 개 기지 반환 예정 반환 공여 구역 반환 대상 미군 기지 유휴지 생성 사회 기반 시설 교육 문화 관광 시설 재생 중 문화 재생 사업 시작 모델링 진행 중 캠프 리브스 군사 시설 보호 구역 위치 도입 기능 제약 지방 정부 사업 진행 문화 재생 사업 과거 미군 기지 유휴지 역사 문화공원 조성하 내용 문화재 미군 기지 개발 과정 정립 공공 기반 고찰 캠프 리브스 지속 동력 문화 재생 유휴 의미 미군 기지 유휴 캠프 리브스 문화 재생 사업 전후 과정 유휴 문화 재생 캠프 리브스 미군 기지 
144	2017	전후 반공 체제 개인 실존 고통 병리 증상 전 변용 양상 전후 시기 국민 국민 구별 대립 통치 기제 국민 호명 양산 부랑 자 정화 국민 표상 단속 대상 우범 이유 단속 격리 대상 지목 전후 부랑자 면면 경제 역사 정치 격변 양산 월남 민 촌민 향 민 이산 민 말 정치 경제 난민 바 국가 경계 위협 요소 인식 병원 감옥 보호소 격리 조치 글 병리 증상 존재 신체 기호 고통 신체 고착 물 고통 말 권리 자 병리 증상 고통 물화 이다 당대 소설 국민 호명 과정 감시 검열 작동 오발탄 국가주의 시스템 이웃 관계 포섭 씨 연대기 점 전후 고통 병리 전체주의 부랑자 격리 국민 반공 체제 
