Id,Label,timeset,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Weighted Degree
993,tie,,2,6,5,0.302624,0.313671,1.438131,20
994,suggest,,1,6,5,0.295989,0.305812,0,10
995,civic,,1,9,5,0.296703,0.305646,0,10
996,sprawl,,1,4,5,0.330744,0.345333,0,10
997,task,,1,3,5,0.337397,0.351355,0,10
998,describe,,2,3,5,0.347458,0.361367,0,20
999,degradation,,2,3,5,0.322552,0.334809,0,20
1000,lefebvre,,1,3,5,0.305717,0.317555,0,10
1001,pyrenees,,1,3,5,0.305717,0.317555,0,10
1002,text,,1,3,5,0.305717,0.317555,0,10
1003,norms,,1,9,5,0.292548,0.30122,0,10
1004,start,,1,3,5,0.321242,0.33374,0,10
1005,migrants,,1,1,5,0.285309,0.294851,0,10
1006,reflection,,1,3,5,0.331437,0.341494,0,10
1007,kind,,1,4,5,0.297181,0.306655,0,10
1008,architects,,1,3,5,0.291163,0.301445,0,10
1009,stories,,1,6,4,0.357327,0.373607,0,10
1010,imaginaries,,1,3,5,0.319204,0.32975,0,10
1011,sub-saharan,,1,3,5,0.321242,0.33374,0,10
1012,tanzania,,1,3,5,0.321242,0.33374,0,10
1013,sociologists,,1,9,5,0.300244,0.311503,0,10
1014,historians,,1,9,5,0.300244,0.311503,0,10
1015,practitioners,,1,2,5,0.308873,0.323216,0,10
1016,guide,,1,1,5,0.32022,0.332174,0,10
1017,working-class,,1,9,5,0.287607,0.296417,0,10
1018,townships,,1,1,5,0.31847,0.33246,0,10
1019,remote,,1,1,5,0.31847,0.33246,0,10
1020,manage,,1,1,5,0.31847,0.33246,0,10
1021,contribution,,1,1,5,0.31847,0.33246,0,10
1022,rat,,3,1,5,0.344645,0.367615,293.159398,30
1023,validation,,1,1,5,0.31847,0.33246,0,10
1024,widowhood,,1,1,5,0.31847,0.33246,0,10
1025,devices,,2,5,5,0.340825,0.355947,8.645724,20
1026,explicit,,1,3,5,0.298785,0.307618,0,10
1027,cincinnati,,1,3,5,0.291469,0.300979,0,10
1028,campus,,1,4,5,0.284649,0.293631,0,10
1029,house-lot,,1,9,6,0.260409,0.267374,0,10
1030,fiestas,,1,9,6,0.260409,0.267374,0,10
1031,america,,1,3,5,0.331437,0.341494,0,10
1032,balance,,2,3,5,0.331536,0.341027,0,20
1033,methodologies,,1,11,6,0.254016,0.260961,0,10
1034,quantification,,1,11,6,0.254016,0.260961,0,10
1035,roads,,1,11,6,0.254016,0.260961,0,10
1036,tapestry,,3,3,5,0.311743,0.322463,2211,30
1037,harris,,1,3,6,0.237707,0.242532,0,10
1038,metaphors,,1,3,6,0.237707,0.242532,0,10
1039,libraries,,4,9,5,0.344967,0.359937,2211,40
1040,connectedness,,1,9,6,0.256547,0.262602,0,10
1041,web,,1,9,6,0.256547,0.262602,0,10
1042,cyberspace,,1,9,5,0.344431,0.358281,0,10
1043,minority,,1,4,5,0.323401,0.335938,0,10
1044,bourdieu,,1,5,5,0.24754,0.252394,0,10
1045,review,,1,5,5,0.270264,0.277672,0,10
1046,wisconsin,,2,6,4,0.358368,0.374962,0,20
1047,locations,,1,3,5,0.278701,0.287157,0,10
1048,student,,2,5,5,0.327224,0.341795,26.750259,20
1049,opportunity,,1,5,5,0.287607,0.298193,0,10
1050,respond,,1,5,5,0.287607,0.298193,0,10
1051,transformation,,1,3,5,0.291163,0.301445,0,10
1052,half,,1,3,5,0.291163,0.301445,0,10
1053,trend,,1,3,5,0.291163,0.301445,0,10
1054,property,,1,6,5,0.302129,0.313294,0,10
1055,owners,,1,6,5,0.302129,0.313294,0,10
1056,district,,2,3,5,0.322552,0.334809,0,20
1057,inability,,1,5,6,0.267262,0.277206,0,10
1058,fit,,1,5,6,0.267262,0.277206,0,10
1059,computers,,1,5,6,0.267262,0.277206,0,10
1060,learners,,1,5,6,0.267262,0.277206,0,10
1061,assistance,,1,5,6,0.267262,0.277206,0,10
1062,problems,,1,5,6,0.267262,0.277206,0,10
1063,disorientation,,1,5,6,0.267262,0.277206,0,10
1064,addition,,1,5,6,0.267262,0.277206,0,10
1065,guidelines,,1,5,6,0.267262,0.277206,0,10
1066,phrase,,1,5,6,0.267262,0.277206,0,10
1067,emphasis,,1,5,6,0.267262,0.277206,0,10
1068,define,,1,5,6,0.267262,0.277206,0,10
1069,contact,,1,5,6,0.267262,0.277206,0,10
1070,hci,,1,5,6,0.267262,0.277206,0,10
1071,problem,,1,5,6,0.267262,0.277206,0,10
1072,interfaces,,1,5,6,0.267262,0.277206,0,10
1073,visitation,,1,2,5,0.296068,0.304577,0,10
1074,cairo,,1,0,5,0.327128,0.343089,0,10
1075,travellers,,1,0,5,0.327128,0.343089,0,10
1076,auburn,,1,2,6,0.252336,0.257919,0,10
1077,promotion,,1,3,5,0.28443,0.292593,0,10
1078,tendency,,1,3,5,0.337397,0.351355,0,10
1079,industry,,1,0,5,0.339154,0.352861,0,10
1080,telephone,,1,2,5,0.251134,0.256594,0,10
1081,estimate,,1,2,5,0.251134,0.256594,0,10
1082,character,,1,3,5,0.337397,0.351355,0,10
1083,enjoy,,1,9,6,0.250964,0.256067,0,10
1084,california,,1,9,6,0.250964,0.256067,0,10
1085,voters,,1,9,6,0.250964,0.256067,0,10
1086,vote,,1,9,6,0.250964,0.256067,0,10
1087,wealthy,,1,9,6,0.250964,0.256067,0,10
1088,proteanism,,1,4,5,0.321335,0.330292,0,10
1089,sequentiality,,1,4,5,0.321335,0.330292,0,10
1090,simultaneity,,1,4,5,0.321335,0.330292,0,10
1091,sociality,,1,4,5,0.321335,0.330292,0,10
1092,streets,,1,4,6,0.24335,0.247561,0,10
1093,cis,,1,6,5,0.295436,0.305269,0,10
1094,yield,,1,4,5,0.297181,0.306655,0,10
1095,textbooks,,1,3,5,0.317738,0.328184,0,10
1096,ones,,2,4,5,0.305295,0.318579,0,20
1097,publications,,1,4,5,0.330744,0.345333,0,10
1098,contributions,,1,0,5,0.270594,0.278937,0,10
1099,community.discursive,,1,4,5,0.330744,0.345333,0,10
1100,china,,1,12,5,0.267521,0.274932,0,10
1101,composition,,1,12,5,0.272258,0.281436,0,10
1102,shadow,,1,12,5,0.272258,0.281436,0,10
1103,regression,,1,12,5,0.272258,0.281436,0,10
1104,analyse,,1,12,5,0.272258,0.281436,0,10
1105,potential,,1,3,5,0.317738,0.328184,0,10
1106,festivals,,1,6,5,0.284065,0.292728,0,10
1107,homecomings,,1,6,5,0.284065,0.292728,0,10
1108,attendance,,1,6,5,0.284065,0.292728,0,10
