Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1106,tradeoffs,,2,5,0.344127,0.357503,0
1107,london,,8,4,0.370513,0.387327,23.418131
1108,concealment,,5,5,0.358183,0.374063,0
1109,initiatives,,14,4,0.386322,0.405835,177.413093
1110,productions,,5,5,0.358183,0.374063,0
1111,france,,6,5,0.3446,0.357762,1974.458994
1112,germany,,5,5,0.354939,0.36979,0.307047
1113,italy,,6,5,0.365225,0.382257,17.284825
1114,spain,,8,4,0.376464,0.395933,18.220527
1115,strength,,4,5,0.347754,0.362387,17.284825
1116,word,,3,5,0.331045,0.343075,0
1117,fountain,,2,5,0.323822,0.334503,0
1118,mazowieckie,,4,5,0.3605,0.375505,0
1119,pacific,,4,5,0.356351,0.372069,0
1120,examination,,5,5,0.348721,0.362633,1.220768
1121,atmospherics,,4,5,0.345931,0.359244,0
1122,mortar,,4,5,0.345931,0.359244,0
1123,solutions,,8,5,0.377143,0.395415,0.052858
1124,wenders,,1,5,0.319613,0.331067,0
1125,cathedrals,,1,5,0.319613,0.331067,0
1126,directors,,1,5,0.319613,0.331067,0
1127,mca,,2,5,0.354337,0.370793,0
1128,classification,,4,5,0.361071,0.378236,5.695236
1129,point,,27,4,0.406285,0.427698,160.145712
1130,paradigm,,3,5,0.346696,0.35929,0
1131,provinces,,2,4,0.360552,0.376362,0
1132,yunnan,,2,4,0.360552,0.376362,0
1133,conurbation,,5,5,0.346218,0.361118,0
1134,haifa,,13,5,0.376464,0.395548,5608.436497
1135,disservices,,4,5,0.336825,0.350671,7.536867
1136,gurgaon,,3,4,0.341922,0.355928,0
1137,allegory,,6,5,0.336148,0.34685,0
1138,validation,,9,5,0.367419,0.384084,13.743881
1139,specifics,,3,5,0.340853,0.352612,0
1140,weather,,6,5,0.366559,0.384543,0.620826
1141,insecurity,,3,5,0.346265,0.36052,10.097207
1142,interventions,,9,4,0.39403,0.413311,13.132353
1143,movements,,7,4,0.360241,0.374767,31.998063
1144,locate,,12,4,0.394464,0.414075,91.548764
1145,lack,,8,4,0.380923,0.400751,21.722185
1146,improvement,,15,4,0.386441,0.406267,37.084942
1147,visualization,,18,4,0.386977,0.406566,216.236073
1148,mode,,10,5,0.359364,0.373817,28.825239
1149,guide,,3,5,0.354438,0.369345,0
1150,today,,11,4,0.396459,0.415869,88.995635
1151,childhood,,6,5,0.363689,0.379333,17.998246
1152,contest,,6,4,0.379024,0.397727,0
1153,valleys,,1,5,0.352148,0.368169,0
1154,campaign,,8,5,0.35131,0.367783,35.694648
1155,anxiety,,6,5,0.35023,0.364115,24.951018
1156,categories,,11,4,0.373938,0.391248,105.809533
1157,employment,,3,4,0.356301,0.370481,0
1158,stone,,2,5,0.354488,0.371126,0
1159,fence,,5,5,0.357112,0.371325,30.834765
1160,exclusion,,8,5,0.371501,0.388995,33.384273
1161,job,,7,4,0.379712,0.398325,5.541616
1162,forestry,,20,4,0.393165,0.413643,272.614817
1163,amount,,4,5,0.349401,0.363783,0.643384
1164,fact,,4,5,0.345312,0.358725,11.81874
1165,availability,,2,5,0.316148,0.326209,0
1166,recreational,,3,5,0.319206,0.330303,14.816358
1167,realise,,2,5,0.316148,0.326209,0
1168,pupil,,2,5,0.316148,0.326209,0
1169,constitute,,2,5,0.316148,0.326209,0
1170,gmbhbuilt,,2,5,0.316148,0.326209,0
1171,centrality,,1,5,0.278296,0.285739,0
1172,milestone,,2,5,0.32278,0.332602,0
1173,mark,,4,5,0.331614,0.342916,104.085101
1174,turn,,4,4,0.360241,0.375831,3.486862
1175,association,,19,4,0.402245,0.42278,772.120303
1176,stormwater,,2,5,0.32278,0.332602,0
1177,cycle,,2,5,0.32278,0.332602,0
1178,overview,,3,5,0.331045,0.342903,14.498074
1179,comprise,,7,4,0.366399,0.383373,65.209286
1180,things,,4,5,0.357418,0.372953,0.618815
1181,daofaziran,,2,5,0.32278,0.332602,0
1182,roof,,2,5,0.32278,0.332602,0
1183,rain,,2,5,0.32278,0.332602,0
1184,bioswales,,2,5,0.32278,0.332602,0
1185,worldwide,,3,4,0.344505,0.358187,0
1186,split,,2,5,0.32278,0.332602,0
1187,contradiction,,2,5,0.32278,0.332602,0
1188,divide,,2,5,0.32278,0.332602,0
1189,wall-rain,,2,5,0.32278,0.332602,0
1190,pollutants,,2,5,0.32278,0.332602,0
1191,pond,,2,5,0.32278,0.332602,0
1192,multi-function,,2,5,0.32278,0.332602,0
1193,modes,,4,5,0.36672,0.383686,0
1194,multi-tape,,2,5,0.32278,0.332602,0
1195,designcontrol,,2,5,0.32278,0.332602,0
1196,forest,,4,5,0.333999,0.34364,52.837892
1197,face,,5,4,0.374664,0.393906,0.594724
1198,develop,,10,4,0.382142,0.400419,10.696631
1199,notion,,5,5,0.364747,0.381659,0
1200,fishermen,,2,5,0.34785,0.36139,0
1201,livelihoods,,5,5,0.349693,0.363809,0
1202,extraction,,2,5,0.28653,0.29477,0
1203,theories,,7,5,0.369367,0.387374,24.520338
1204,force,,15,4,0.396146,0.416334,10.61452
1205,turkey,,8,4,0.359055,0.374502,12.757349
1206,surround,,10,4,0.378738,0.397528,228.274649
1207,way-finding,,1,5,0.314562,0.323212,0
1208,probe,,2,5,0.335518,0.345807,0
1209,governments,,7,5,0.371116,0.388869,309.014026
1210,craft,,5,5,0.33687,0.347528,0
1211,establishment,,4,5,0.343421,0.35727,0
1212,heterogeneity,,8,5,0.349206,0.364241,24.264225
1213,universities,,2,5,0.314917,0.324016,0
1214,collect,,7,4,0.383252,0.402213,20.955683
1215,sweden,,6,4,0.349547,0.362341,5.500951
1216,negativity,,3,5,0.348479,0.361158,0
1217,self-perceptions,,3,5,0.348479,0.361158,0
1218,rout,,5,5,0.345693,0.359144,3.605023
1219,bama,,4,5,0.366238,0.383785,0
1220,motivation,,10,4,0.389925,0.409257,20.379701
1221,brussels,,1,5,0.321086,0.330157,0
1222,assemblages,,1,5,0.321086,0.330157,0
1223,america,,15,4,0.383428,0.403442,68.071015
1224,act,,8,5,0.369802,0.387201,43.421267
1225,msp,,1,4,0.336825,0.346491,0
1226,stimulate,,2,5,0.322034,0.331812,0
1227,int,,2,5,0.309477,0.317119,0
1228,photo-voice,,1,5,0.319531,0.328622,0
1229,stock,,1,5,0.277372,0.284377,0
1230,literacy,,6,5,0.365331,0.381719,0
1231,speech–language,,1,5,0.310781,0.321631,0
1232,decades,,9,4,0.3865,0.406001,90.760507
1233,conative,,1,5,0.315313,0.325379,0
1234,liberalization,,1,5,0.3188,0.328336,0
1235,chemotherapy,,6,4,0.367204,0.382675,0
1236,oncology,,6,4,0.367204,0.382675,0
1237,cholesterol,,5,5,0.341783,0.353276,0
1238,liver,,5,5,0.341783,0.353276,0
1239,protein,,5,5,0.341783,0.353276,0
1240,evacuation,,6,5,0.332714,0.344012,5.673686
1241,something,,6,5,0.359931,0.375744,13.542289
1242,i.e,,9,4,0.37754,0.395734,53.906785
1243,washington,,4,4,0.354839,0.367391,0
1244,designers,,9,5,0.357724,0.372056,2838.157331
1245,arctic,,1,5,0.314562,0.323212,0
1246,potential,,5,4,0.374328,0.393075,0
1247,repertoire,,3,4,0.353788,0.369119,0
1248,multiple,,6,4,0.348527,0.363005,28.76305
1249,actors,,10,4,0.387336,0.407795,68.452552
1250,upland,,5,5,0.363742,0.379366,0
1251,hunter-gatherers,,3,4,0.34053,0.352904,0.86717
1252,ecotones,,1,5,0.352148,0.368169,0
1253,describe,,22,4,0.4125,0.432582,230.120195
1254,write,,6,5,0.345359,0.357283,1.927013
1255,habitus,,3,5,0.33201,0.342577,0
1256,protest,,2,5,0.291086,0.29988,0
1257,columbia,,3,5,0.334044,0.346232,0
1258,photo-elicitation,,3,5,0.349791,0.363716,0
1259,feasibility,,4,5,0.346218,0.359363,0
1260,adjustments,,4,5,0.346218,0.359363,0
1261,inhabitation,,1,5,0.352148,0.368169,0
1262,convention,,1,5,0.352148,0.368169,0
1263,republic,,3,5,0.308335,0.317783,0
1264,enemies,,6,5,0.294435,0.302924,0
1265,variability,,6,5,0.294435,0.302924,0
1266,drive,,8,5,0.34843,0.363118,1.312712
1267,patch,,6,5,0.294435,0.302924,0
1268,polymorphism,,6,5,0.294435,0.302924,0
1269,subject,,2,5,0.323947,0.333845,0
1270,decoration,,3,5,0.277587,0.285387,0
1271,dam,,2,5,0.334355,0.34778,0
1272,e.g,,3,5,0.342296,0.355456,0.273077
1273,sense-of-place,,2,5,0.334355,0.34778,0
1274,dordrecht.conservation,,2,5,0.334355,0.34778,0
1275,groupsconservation,,2,5,0.334355,0.34778,0
1276,trade-off,,3,5,0.344553,0.359044,2.136157
1277,writer,,3,5,0.3281,0.339155,0
1278,imagery,,6,5,0.354488,0.369165,12.802336
1279,trajectory,,2,5,0.34574,0.359656,0
1280,intensity,,4,5,0.355644,0.370621,186.079311
1281,fill,,3,4,0.349888,0.365796,0
1282,investment,,8,4,0.375956,0.393375,26.466544
1283,step,,4,4,0.370732,0.38859,12.822377
1284,select,,3,4,0.365066,0.383174,196.539893
1285,investigation,,4,5,0.363426,0.378668,0.091548
1286,stage,,6,4,0.370185,0.386629,0.203242
1287,advocate,,3,5,0.33179,0.34271,0
1288,competencies,,5,4,0.361383,0.376495,1.585695
1289,undergraduate,,1,5,0.307315,0.315411,0
1290,cop,,6,5,0.358644,0.375239,160.131391
1291,register,,3,5,0.356858,0.372488,0
1292,attractiveness,,3,5,0.359415,0.376276,0
1293,settings,,10,5,0.388777,0.408141,1.010544
1294,transfer,,8,4,0.366399,0.382343,77.860201
1295,rise,,7,4,0.391447,0.410785,22.772644
1296,doctor,,2,5,0.333555,0.346531,31.625549
1297,licensee,,3,4,0.345455,0.36141,0.144107
1298,basel,,3,4,0.345455,0.36141,0.144107
1299,mitigation,,4,5,0.354989,0.369066,0
1300,incorporation,,4,5,0.359261,0.375478,0
1301,standards,,3,4,0.354989,0.370315,0
1302,gas,,6,5,0.342436,0.354545,0
1303,economics,,5,4,0.369312,0.386796,8.274682
1304,raise,,5,5,0.360967,0.37724,0
1305,planners,,6,5,0.371171,0.388404,0
1306,contract,,4,5,0.303889,0.312321,0
1307,justice,,21,4,0.385135,0.404971,403.743995
1308,contaminant,,3,4,0.335653,0.348684,0
1309,prediction,,3,4,0.335653,0.348684,0
1310,confusions,,1,5,0.322738,0.333107,0
1311,synthesis,,1,5,0.322738,0.333107,0
1312,storm,,5,5,0.351901,0.366002,10.108194
1313,irene,,2,5,0.34574,0.359656,0
1314,stabilize,,2,5,0.34574,0.359656,0
1315,actor,,2,5,0.34574,0.359656,0
1316,and/or,,2,5,0.34574,0.359656,0
1317,whilst,,1,5,0.33074,0.340889,0
1318,statistics,,4,4,0.351605,0.367424,18.72567
1319,attract,,1,4,0.335563,0.348285,0
1320,organisations,,6,4,0.356706,0.37098,0.23313
1321,dependency,,1,5,0.319613,0.331067,0
1322,hunt,,2,5,0.332406,0.343075,0.417521
1323,counties,,6,4,0.36019,0.374335,3.94124
1324,dust,,2,5,0.321786,0.332842,0
1325,segregation,,2,5,0.300215,0.307582,0
1326,ankara,,6,4,0.357724,0.373073,0
1327,siena,,3,5,0.315432,0.325844,0
1328,inhabit,,5,5,0.353041,0.366966,16.088873
1329,bachelard,,3,5,0.315432,0.325844,0
1330,regensburg,,3,5,0.315432,0.325844,0
1331,bayt,,2,5,0.328616,0.340995,0
1332,dar,,2,5,0.328616,0.340995,0
1333,habit,,1,5,0.344979,0.358526,0
1334,barrier,,5,4,0.358235,0.373339,0.582053
1335,reef,,2,4,0.342202,0.352572,0
1336,fishers,,10,4,0.363478,0.379718,5031.329968
1337,operators,,7,4,0.352099,0.367657,14.249223
1338,authorise,,1,5,0.319613,0.331067,0
1339,adapt,,6,4,0.370021,0.388025,15.6698
1340,length,,5,5,0.359467,0.37488,0
1341,root,,3,5,0.358798,0.376176,0
1342,situate,,3,4,0.343233,0.355562,10.542016
1343,imagine,,4,4,0.370513,0.387759,0
1344,place-bound,,1,5,0.294056,0.301688,0
1345,rhetoric,,1,5,0.294056,0.301688,0
1346,hook,,1,5,0.294056,0.301688,0
1347,facilitate,,4,4,0.367365,0.382842,0
1348,air,,9,5,0.362847,0.377705,22.942703
1349,indoor,,5,5,0.35504,0.369265,10.110237
1350,wider,,6,5,0.375,0.393654,1.711949
1351,heal,,1,5,0.352148,0.368169,0
1352,fieldwork,,2,5,0.345359,0.358094,0
1353,ethics,,8,4,0.370513,0.387659,0.377587
1354,quarter,,6,5,0.362166,0.378402,31.530895
1355,appreciation,,4,4,0.364059,0.383107,0
1356,pay,,10,4,0.395147,0.414839,66.235215
1357,drivers,,6,5,0.370185,0.387839,1.719469
1358,mix,,5,5,0.374272,0.392358,34.483075
1359,youth,,7,4,0.371941,0.389919,15.355893
1360,businesses,,4,5,0.362533,0.379778,2.932272
1361,i.e.,,3,4,0.36715,0.384769,0
1362,flexibility,,3,5,0.347465,0.359596,0
1363,chronology,,2,5,0.307768,0.316986,0
1364,adolescent,,2,5,0.331177,0.342644,0
1365,letter,,1,6,0.265678,0.271963,0
1366,cod,,2,5,0.321786,0.33336,11.839937
1367,make,,4,5,0.361435,0.376768,62.627046
1368,terroir,,3,5,0.347032,0.36147,0
1369,touristification,,4,4,0.347657,0.360712,0
1370,enroll,,4,5,0.303889,0.312321,0
1371,administration,,4,5,0.303889,0.312321,0
1372,live,,8,4,0.373214,0.392045,40.070202
1373,travellers,,4,4,0.346505,0.361144,16.122466
1374,e.g.,,6,4,0.355442,0.371345,0
1375,hip,,4,5,0.316267,0.325346,0
1376,hop,,4,5,0.316267,0.325346,0
1377,houston,,4,5,0.316267,0.325346,0
1378,landholders,,3,5,0.359261,0.375346,0
1379,cbd,,4,5,0.344837,0.357828,0
1380,self,,5,5,0.349158,0.363809,6.612736
1381,walkscapes,,4,5,0.310089,0.319956,45.664518
1382,kinds,,2,5,0.357062,0.373717,0
1383,generosa,,2,5,0.332229,0.345275,0
1384,board,,2,5,0.332229,0.345275,0
1385,drought,,1,5,0.342998,0.355104,0
1386,basin,,3,5,0.359209,0.375246,0
1387,monsoon,,3,5,0.359209,0.375246,0
1388,rainfall,,3,5,0.359209,0.375246,0
1389,gandaki,,3,5,0.359209,0.375246,0
1390,hydroclimate,,3,5,0.359209,0.375246,0
1391,emission,,5,5,0.329696,0.340391,0
1392,fuel,,6,5,0.342436,0.354545,0
1393,integrity,,1,6,0.263639,0.269119,0
1394,endanger,,2,4,0.335833,0.350346,0
1395,shortages,,2,4,0.335833,0.350346,0
1396,regulate,,3,4,0.337414,0.352206,0
1397,capability,,2,4,0.335833,0.350346,0
1398,makers,,8,4,0.37652,0.395202,3.928237
1399,switzerland.ecosystem,,2,4,0.335833,0.350346,0
1400,inspiration,,2,4,0.335833,0.350346,0
1401,fiber,,2,4,0.335833,0.350346,0
1402,moderation,,2,4,0.335833,0.350346,0
1403,procedures,,3,4,0.350622,0.366427,0
1404,progress,,4,4,0.358798,0.373604,0
1405,israel,,2,5,0.320307,0.328921,0
1406,affect,,5,5,0.370732,0.387972,27.751392
1407,macao,,1,5,0.291458,0.298963,0
1408,route,,4,5,0.360034,0.376575,0
1409,associations,,8,5,0.380692,0.398737,7.571069
1410,concert,,1,5,0.278296,0.285739,0
1411,restructure,,3,5,0.356858,0.372488,0
1412,grow,,10,4,0.392427,0.412115,212.422778
1413,elders,,3,5,0.356858,0.372488,0
1414,union,,11,4,0.380519,0.399455,1672.000016
1415,homogeneity,,3,5,0.356858,0.372488,0
1416,capabilities,,3,5,0.356858,0.372488,0
1417,fertility,,3,5,0.356858,0.372488,0
1418,faculties,,3,5,0.356858,0.372488,0
1419,rejection,,3,5,0.356858,0.372488,0
1420,grandparents,,3,5,0.356858,0.372488,0
1421,option,,3,5,0.356858,0.372488,0
1422,seniors,,3,5,0.356858,0.372488,0
1423,convey,,5,5,0.368174,0.385845,0
1424,urbanists,,3,5,0.356858,0.372488,0
1425,entail,,3,5,0.356858,0.372488,0
1426,autonóma,,3,5,0.356858,0.372488,0
1427,méxico.dependencia,,3,5,0.356858,0.372488,0
1428,palabras,,3,5,0.356858,0.372488,0
1429,movilidad,,3,5,0.356858,0.372488,0
1430,soledad,,3,5,0.356858,0.372488,0
1431,workplaces,,3,5,0.323029,0.33221,0
1432,artwork,,3,5,0.323029,0.33221,0
1433,workshop,,1,5,0.290009,0.297714,0
1434,noise,,5,5,0.299177,0.308267,48.241484
1435,soundscape,,7,5,0.342016,0.354047,429.066879
1436,transnationalism,,5,5,0.355241,0.370275,0
1437,law,,1,5,0.352148,0.368169,0
1438,tokyo,,1,5,0.352148,0.368169,0
1439,semantics,,3,5,0.3466,0.3582,0
1440,institute,,8,4,0.379368,0.398425,42.887628
1441,elsevier,,1,4,0.335563,0.348285,0
1442,look,,6,5,0.354387,0.367737,9.18054
1443,enjoyment,,5,4,0.371556,0.390916,0
1444,perform,,4,4,0.369693,0.388258,46.893425
1445,panoramio,,3,4,0.361748,0.380084,0
1446,woodpastures,,3,4,0.361748,0.380084,0
1447,infrastructures,,3,4,0.361748,0.380084,0
1448,wood-pastures,,3,4,0.361748,0.380084,0
1449,shrubs,,3,4,0.361748,0.380084,0
1450,ltdlandscape,,3,4,0.361748,0.380084,0
1451,stories,,3,5,0.353339,0.367364,4.957302
1452,logics,,1,5,0.300323,0.308028,0
1453,assess,,11,4,0.393103,0.412846,98.297851
1454,collection,,8,4,0.372494,0.389454,27.04887
1455,gi,,3,5,0.36812,0.384915,0
1456,sustain,,2,5,0.33687,0.348379,4.347323
1457,alloy,,5,5,0.340993,0.354977,0
1458,scholars,,10,4,0.389441,0.409922,18.580316
1459,connect,,5,5,0.357011,0.372854,14.884947
1460,activism,,2,5,0.278326,0.285938,0
1461,videos,,2,5,0.278326,0.285938,0
1462,writers,,4,5,0.3466,0.359078,2507
1463,consensus,,2,5,0.360604,0.37714,0
1464,uncertainty,,3,5,0.347657,0.361184,42.872127
1465,mall,,5,5,0.300072,0.308838,11.789798
1466,relevance,,6,5,0.366989,0.384742,4.557599
1467,strengthen,,3,5,0.341085,0.353808,29.517748
1468,georgia,,3,5,0.352495,0.36757,0
1469,properties,,2,5,0.330609,0.34178,0
1470,spot,,2,5,0.357367,0.372435,0
1471,correlation,,10,4,0.378509,0.396531,3.863604
1472,end,,5,4,0.372881,0.389653,0
1473,marketers,,2,5,0.341643,0.356154,0
1474,manner,,6,4,0.372328,0.390085,1.531429
1475,residences,,2,5,0.354287,0.369066,0
1476,pes,,2,4,0.333955,0.347488,0
1477,ideology,,3,4,0.360241,0.376994,0
1478,anthropologists,,2,5,0.30826,0.316806,0
1479,ceb,,1,5,0.303301,0.312188,0
1480,organizations,,1,5,0.332185,0.345076,0
1481,employees,,1,5,0.332185,0.345076,0
1482,seasonality,,2,5,0.350573,0.365191,0
1483,coordination,,2,5,0.315988,0.324468,0
1484,ruin,,3,4,0.362375,0.37922,0
1485,purchase,,2,5,0.345169,0.358925,0
1486,familiarity,,6,5,0.355745,0.370023,6.959762
1487,threats,,4,5,0.350769,0.364108,0
1488,province,,5,4,0.366506,0.383539,0
1489,seek,,2,5,0.345169,0.358925,0
1490,possibilities,,9,4,0.376803,0.3958,7.862111
1491,ecovillage,,1,5,0.338051,0.351203,0
1492,consist,,6,4,0.381968,0.401548,4.50114
1493,heua,,2,5,0.256311,0.261669,0
1494,fai,,2,5,0.256311,0.261669,0
1495,glasgow,,2,5,0.331527,0.343142,3.537518
1496,redevelopment,,1,5,0.284225,0.29178,0
1497,suitability,,3,5,0.346026,0.358001,0
1498,illustrate,,10,5,0.383369,0.402127,6.973817
1499,municipality,,6,4,0.351556,0.366693,0.848379
1500,vehicle,,2,5,0.321127,0.330682,0
1501,pbe,,6,5,0.352941,0.367398,13.57619
1502,label,,6,4,0.354989,0.370381,51.967057
1503,els,,2,5,0.325799,0.334942,0
1504,outline,,1,5,0.296139,0.304745,0
1505,closest,,1,5,0.296139,0.304745,0
1506,restrictions,,1,5,0.296139,0.304745,0
1507,territorialisation,,1,5,0.296139,0.304745,0
1508,materialise,,1,5,0.296139,0.304745,0
1509,portion,,1,5,0.296139,0.304745,0
1510,inscribe,,1,5,0.296139,0.304745,0
1511,classificatory,,1,5,0.296139,0.304745,0
1512,feminist,,1,5,0.296139,0.304745,0
1513,margins,,1,5,0.296139,0.304745,0
1514,stigmatise,,1,5,0.296139,0.304745,0
1515,separations,,1,5,0.296139,0.304745,0
1516,renegotiation,,1,5,0.296139,0.304745,0
1517,territoryfeminism,,1,5,0.296139,0.304745,0
1518,singapore,,1,5,0.296139,0.304745,0
1519,southeast,,2,5,0.342763,0.35612,15.035152
1520,qol,,2,5,0.331439,0.341919,0
1521,possibility,,4,5,0.354839,0.368634,3.10403
1522,twitter,,2,5,0.321086,0.329918,0
1523,sail,,3,5,0.346457,0.35846,0
1524,squatters,,6,5,0.344505,0.3562,2519.58598
1525,sensoriality,,1,6,0.247484,0.251356,0
1526,klandestina,,9,5,0.328832,0.338377,10033.743177
1527,theology,,2,5,0.334088,0.34376,2507
1528,waterways,,2,5,0.332494,0.345787,0
1529,svc,,3,5,0.31105,0.320262,0
1530,tele-proximity,,3,5,0.31105,0.320262,0
1531,place-making,,8,4,0.366989,0.384769,114.890879
1532,foundation,,11,4,0.392673,0.412646,35.331672
1533,offices,,4,5,0.324115,0.332974,0
1534,personalization,,4,5,0.324115,0.332974,0
1535,workspaces,,4,5,0.324115,0.332974,0
1536,spatial,,1,5,0.258344,0.262939,0
1537,layout,,1,5,0.258344,0.262939,0
1538,range,,22,4,0.411687,0.432416,325.94524
1539,decision-making,,7,4,0.356909,0.375233,73.332783
1540,object,,1,5,0.310781,0.321631,0
1541,attractions,,4,4,0.358183,0.374535,8.700401
1542,beijing,,2,4,0.338919,0.351841,0
1543,cuenca,,1,5,0.319613,0.331067,0
1544,respondent,,2,5,0.351655,0.366454,0
1545,line,,6,5,0.358286,0.373997,11.607032
1546,entertainment,,1,5,0.279848,0.287035,0
1547,retreat,,2,5,0.352842,0.369099,15.822375
1548,organisers,,1,5,0.279848,0.287035,0
1549,pathways,,2,5,0.344127,0.357503,0
1550,informa,,2,4,0.358081,0.375199,0
1551,trace,,2,5,0.344127,0.357503,0
1552,objective,,3,4,0.370458,0.389121,0
1553,elicit,,2,4,0.361019,0.37902,0
1554,definitions,,2,4,0.361019,0.37902,0
1555,vision,,3,5,0.338416,0.351688,2.139369
1556,lab,,2,5,0.314799,0.323698,0
1557,desert,,3,5,0.346984,0.359323,0
1558,app,,1,5,0.344979,0.358526,0
1559,mount,,3,5,0.346984,0.359323,0
1560,maine,,3,5,0.346984,0.359323,0
1561,segmentation,,3,5,0.346984,0.359323,0
1562,quality-of-life,,2,5,0.319898,0.329652,0
1563,core,,3,5,0.349986,0.363145,0
1564,boston,,2,5,0.318153,0.328848,0
1565,modules,,1,5,0.307315,0.315411,0
1566,whereas,,3,5,0.352198,0.367451,0
1567,exercise,,8,5,0.375281,0.393321,9.424276
1568,intent,,1,5,0.307315,0.315411,0
1569,style,,3,5,0.347272,0.359257,8.501061
1570,foster,,4,5,0.347176,0.361649,9.557174
1571,encouragement,,1,5,0.307315,0.315411,0
1572,exploration,,4,5,0.366774,0.384184,5.095981
1573,authors.decision,,1,5,0.307315,0.315411,0
1574,roadsides,,1,5,0.307315,0.315411,0
1575,compute,,1,5,0.307315,0.315411,0
1576,consciousness,,1,5,0.302606,0.310061,0
1577,gesler,,3,5,0.366989,0.383586,0
1578,healthcare,,1,5,0.352148,0.368169,0
1579,cape,,1,5,0.352148,0.368169,0
1580,units,,5,4,0.359725,0.37613,98.903012
1581,out-migration,,2,5,0.306751,0.316401,0
1582,scholarship,,1,5,0.307014,0.316381,0
1583,older,,1,5,0.328702,0.341049,0
1584,personnel,,2,5,0.33013,0.343175,0
1585,tucker,,1,5,0.332185,0.345076,0
1586,implement,,5,4,0.366345,0.38324,14.616623
1587,difficulty,,3,4,0.36715,0.384769,0
1588,scarcity,,3,4,0.36715,0.384769,0
1589,aaker,,3,4,0.36715,0.384769,0
1590,pioneer,,3,4,0.36715,0.384769,0
1591,"""disposition""",,3,4,0.36715,0.384769,0
1592,"""capability""",,3,4,0.36715,0.384769,0
1593,intelligence,,4,4,0.369041,0.387161,0
1594,intelligent,,3,4,0.36715,0.384769,0
1595,tourisms,,3,4,0.36715,0.384769,0
1596,nature-society,,4,4,0.367688,0.385566,0
1597,moor,,2,5,0.288741,0.297036,0
1598,collaboration,,2,5,0.332847,0.346172,0
1599,researcher,,2,5,0.339469,0.352346,5.301361
1600,pregnancies,,1,5,0.30773,0.316786,0
1601,moorland,,1,5,0.352148,0.368169,0
1602,closure,,1,5,0.269272,0.275937,0
1603,accessibility,,2,5,0.325799,0.336862,3.174903
1604,villagers,,8,4,0.371886,0.388889,32.327874
1605,agriculturisation,,1,5,0.352148,0.368169,0
1606,balcarce,,1,5,0.352148,0.368169,0
1607,argentina,,1,5,0.352148,0.368169,0
1608,commodity,,1,5,0.352148,0.368169,0
1609,wait,,1,6,0.260382,0.266427,0
1610,bowl,,1,6,0.260382,0.266427,0
1611,waterfowlers,,1,6,0.260382,0.266427,0
1612,rename,,1,6,0.260382,0.266427,0
1613,millions,,1,6,0.260382,0.266427,0
1614,canardia,,1,6,0.260382,0.266427,0
1615,sauvagine,,1,6,0.260382,0.266427,0
1616,écologique,,1,6,0.260382,0.266427,0
1617,géographie,,1,6,0.260382,0.266427,0
1618,projet,,1,6,0.260382,0.266427,0
1619,sauvaginiers,,1,6,0.260382,0.266427,0
1620,changements,,1,6,0.260382,0.266427,0
1621,qui,,1,6,0.260382,0.266427,0
1622,paz,,1,6,0.260085,0.265078,0
1623,investigations,,3,5,0.322158,0.333287,3.14656
1624,sciences,,6,4,0.368878,0.385633,1.13592
1625,blue,,1,5,0.324492,0.334104,0
1626,deem,,1,5,0.324492,0.334104,0
1627,niger,,1,5,0.282623,0.290304,0
1628,delta,,1,5,0.282623,0.290304,0
1629,globalism,,1,5,0.282623,0.290304,0
1630,poetry,,3,5,0.347272,0.359908,2.921877
1631,affiliation,,1,5,0.288774,0.296299,0
1632,master,,1,5,0.288774,0.296299,0
1633,"""nature""",,1,5,0.352148,0.368169,0
1634,topography,,1,5,0.352148,0.368169,0
1635,earth,,1,5,0.352148,0.368169,0
1636,rock,,1,5,0.352148,0.368169,0
1637,boulders,,1,5,0.352148,0.368169,0
1638,terrains,,1,5,0.352148,0.368169,0
1639,mundane,,1,5,0.352148,0.368169,0
1640,compositions,,1,5,0.352148,0.368169,0
1641,press.buddhist,,1,5,0.352148,0.368169,0
1642,documentaries,,4,5,0.35803,0.374694,1.096347
1643,unit,,5,4,0.363795,0.380748,73.309966
1644,biota,,3,5,0.332362,0.342909,0
1645,taiwan,,3,5,0.336193,0.349156,0
1646,coverage,,1,5,0.352148,0.368169,0
1647,membership,,4,5,0.35519,0.37094,0.313982
1648,workshops,,3,5,0.333644,0.347348,0.117927
1649,ontario,,4,5,0.358439,0.372913,11.62585
1650,fertilizer,,1,5,0.330435,0.341746,0
1651,disposal,,1,5,0.330435,0.341746,0
1652,disperse,,2,5,0.324408,0.335945,0
1653,metres,,7,4,0.357265,0.373305,0
1654,guangzhou,,4,5,0.341039,0.353216,0
1655,expert,,6,5,0.334981,0.345308,0
1656,treatments,,3,5,0.352445,0.365344,0
1657,fracture,,3,5,0.307052,0.31561,0
1658,silica,,2,5,0.28653,0.29477,0
1659,wikipedia,,2,5,0.313657,0.322674,0
1660,discovery,,3,5,0.336961,0.347116,0
1661,permit,,4,4,0.350279,0.363304,6.458728
1662,feedback,,3,5,0.345788,0.357303,0
1663,internet,,4,5,0.341364,0.353429,6.811317
1664,multi-product,,1,5,0.2985,0.309363,0
1665,category,,1,5,0.2985,0.309363,0
